模型,均值,标准差,偏度,峰度(超额)
"GARCH(1,1)-N",-0.006723918540518678,1.000299683282707,-0.4094784298194599,4.104588188008137
"GARCH(1,1)-t",-0.006207937311907274,0.9924154429542374,-0.40529218261575406,4.184903414745821
"EGARCH(1,1)-t",-0.006096474779391543,0.9954383737736351,-0.46919081359517784,4.897486630568175
"APARCH(1,1)-t",-0.006208760799565944,1.0100049894119703,-0.41520510816159795,4.213711366107497
