"GARCH(1,1)-N_cond_vol","GARCH(1,1)-t_cond_vol","EGARCH(1,1)-t_cond_vol","APARCH(1,1)-t_cond_vol"
0.8194172171989468,0.8154168306208399,0.7949333676215606,0.8130917396160681
0.797953358625193,0.7954420273418004,0.7620865956734472,0.7892541005435846
0.7813659503289228,0.7797422451366031,0.7451567549746743,0.7732235778566154
0.7656910609463916,0.7647532035752082,0.7286719053028219,0.7579029970048342
0.750855003377013,0.7504209770314437,0.7125356954711506,0.7432146623373024
0.7341640214983841,0.7343088331023977,0.687031403104773,0.7244775233965552
0.7245053920272305,0.7244807118109584,0.6801446970755767,0.7161897329793665
0.7140749781453252,0.7139177666808106,0.6705317985075158,0.706437795583869
0.710190544593519,0.7092711304432238,0.6720322792793936,0.7047086225785876
0.7026258226905197,0.7013068795093267,0.6665800912950475,0.6981612337376455
0.7330559846655061,0.7280383924692554,0.7044210608244779,0.7299826745004281
0.8747015313480794,0.8579699777984493,0.8161212189641257,0.8478373605846553
0.8560100003637623,0.8414712322170003,0.8032709511566892,0.8324554931247281
1.015141412334273,0.989805851361798,0.9326051769074241,0.9680005121170353
0.9834704007756719,0.9622877794273661,0.8995712420151596,0.9381397389362475
0.9553235510805161,0.9377075013389506,0.8748260325198535,0.9130935102760928
0.9852827129145209,0.9665901853772467,0.9240655892820704,0.9505526182176421
0.9735787568129224,0.9570861868633702,0.9294240014147365,0.9464628967874877
0.9881940693931769,0.9717088812801989,0.962938764097419,0.9685779728253604
0.9569312684431256,0.9440313641085628,0.9216175347699583,0.9362206528839941
0.9288249497621317,0.9189647462404035,0.8899965529545975,0.9085681742427889
0.9131363694669767,0.9050258741289312,0.8852682326095184,0.8978919954866377
0.8858470940083248,0.8803049763179659,0.8454553540015857,0.8686373843494911
0.8723536695374252,0.8679518202404272,0.8420253277993587,0.8596311014468485
0.8510591430670587,0.8483601451211804,0.8207428925882593,0.8394050635832468
0.8381244283240752,0.8362092129895854,0.8155363750870442,0.8300026132546348
0.8562839924234655,0.8523159253645555,0.8466423156406461,0.8525631318143149
0.8434261976322106,0.8403343942643112,0.8406125055846819,0.8428153468074353
0.8201015194416698,0.8187120787017884,0.8006742325277851,0.8161104894459329
0.8386806811183549,0.835086799165021,0.8313351779676573,0.8385109428207058
0.8593810589073526,0.8536775328421117,0.8638218236192073,0.8627066062493772
0.8357328636715053,0.8319574368263103,0.8287823011067103,0.8365835734033443
0.8159510543190838,0.8135696789041542,0.8058107040922378,0.8164533069713266
0.8196724614167449,0.8164516779763729,0.8204402200276217,0.824075900354832
0.7995200936666399,0.7976318186034487,0.7930946461925049,0.8023210423686415
0.7825207715944212,0.781527777663357,0.7734538777084706,0.7849817570887179
0.7638047078184151,0.7637416030489521,0.7445546533715348,0.7637708164228612
0.833442437467517,0.8264676838553499,0.8130523407956275,0.8282027920504187
0.8231349585520933,0.8169218799431986,0.8105057447255156,0.821193937859098
0.9038882687124886,0.8909699333140713,0.8882471465386147,0.895238283081228
0.9367641902686724,0.9219148616433033,0.9339813473599252,0.9316654321823962
0.9426813936348764,0.9282463859097247,0.9549252381228526,0.9432480975960854
0.9815141976505357,0.9649685941296976,1.0047959025935937,0.9842654327821955
1.7568067471803068,1.6921641983750908,1.4318709451468963,1.5236282512136041
1.7574649526856252,1.6995948872975768,1.4885889469650735,1.5540317033217057
1.926392372272152,1.8643323893368322,1.6711803630718278,1.7301052335092824
1.8914927445154057,1.838619099605342,1.685545381402597,1.7202805555507774
1.817252505890276,1.7756223066508818,1.6181852940368713,1.6545657456674479
2.0868006216065904,2.0316735564343302,1.8575659678511425,1.903377906536087
2.017988045645671,1.9743715349055426,1.8210170365436724,1.8521521621391464
1.9391100987876433,1.9070259923522472,1.7510801984762696,1.782347596496286
1.9310253749902808,1.9041724282945396,1.7920153039514672,1.7984051353928152
1.9041682932286703,1.8836552449316586,1.808329109840856,1.7929079110875534
