模型,RMSE,MAE,SMAPE(%),QLIKE,n
"GARCH(1,1)-N",0.920417081290174,0.6592881052895001,84.94503317123723,1.2237629075527083,640
"GARCH(1,1)-t",0.927410885770441,0.6672795936771454,85.43214925057822,1.2246145597656681,640
"EGARCH(1,1)-t",0.8991870998550139,0.6467509479346323,84.74044820668917,1.2672506440161082,640
"APARCH(1,1)-t",0.9081814044290063,0.6542101856754471,84.996045945206,1.2174728177761265,640
